2072,2
2398,3
2627,4
4602,5
6224,6
9132,7
9331,8
12859,9
12963,10
17291,11
19566,12
21536,13
21748,13
26452,14
26987,15
28270,16
28840,16
29951,17
34393,18
35815,17
37364,16
38406,17
39049,18
41939,18
42785,19
44452,19
44756,20
44878,21
45275,22
45464,23
49298,23
49928,24
50262,25
50313,26
50630,26
50962,25
51005,26
52095,27
53070,26
56607,27
56733,26
60023,26
61363,26
63454,27
63871,26
64399,27
65423,28
66895,29
67407,30
67662,29
68227,30
68987,31
69340,31
72625,32
76024,33
76737,34
77590,35
80304,36
81635,37
81844,37
82478,38
84337,37
84346,38
86001,39
86913,40
86979,40
88293,41
88520,41
89402,40
89629,41
91785,42
92479,42
94573,43
95529,43
95780,44
97377,43
98733,42
99823,42
101009,41
101701,42
102047,42
104240,41
104694,41
105012,40
105194,40
105739,41
106696,40
108742,40
109066,40
109659,40
111128,41
111498,42
112368,43
113756,44
115119,43
115991,44
117755,44
117968,45
118161,46
119180,45
122046,46
122435,47
123293,48
123779,47
124607,46
125758,47
125976,47
126126,46
126410,46
126899,46
128698,47
130203,47
131634,48
132196,47
133067,48
134251,48
134395,47
135730,48
137738,49
137885,49
139494,50
139965,51
140878,51
142899,50
143320,51
145265,50
146804,50
148515,51
149499,52
149505,51
150065,52
150677,52
151087,52
153318,51
155166,50
155826,50
157387,49
157451,49
157875,50
158989,51
160252,51
160846,52
161120,52
162906,53
163112,53
163246,54
163293,55
163696,55
163712,55
165215,54
166601,53
168200,52
168543,53
168859,54
168887,55
169047,56
169072,56
169421,57
169772,58
172054,59
174073,58
175512,59
175905,60
175976,59
179151,59
180207,58
180868,58
183537,59
183871,58
184731,59
184834,59
186692,58
187079,59
187539,60
189052,61
189414,62
191067,61
191341,62
193185,63
194508,64
194640,65
194987,64
195384,65
197142,64
199957,65
200536,66
201953,67
202556,68
202558,67
202785,67
202790,67
203173,68
204501,68
207083,67
207502,68
207658,68
208201,68
209623,69
211743,70
211949,70
213561,71
213612,72
214218,73
214597,74
214939,74
215736,74
215956,74
216465,75
216551,74
216733,74
217441,74
219341,74
219743,73
220121,72
221005,73
221377,74
221584,75
221783,76
222284,76
224492,75
225905,75
226026,75
226252,74
226860,75
227569,75
227765,74
228756,74
232935,75
233050,76
233329,76
233533,76
234798,75
236967,74
237203,73
238704,73
239560,72
240999,73
241164,74
242943,75
244163,75
244270,76
244756,75
244814,76
244906,76
245828,76
246536,77
247099,78
247358,79
247509,80
247898,80
248356,79
248391,79
250355,78
251032,79
251193,78
251362,77
251785,76
251840,76
252439,76
254398,76
254844,76
255611,76
256499,77
256863,78
257519,77
257789,78
258108,79
258220,79
258417,78
259092,78
261441,78
263960,77
264307,77
265322,77
265923,77
266422,77
266689,76
267504,77
267686,78
268130,78
268280,77
268570,78
269066,78
270814,78
272223,77
272633,78
272925,78
273059,77
273900,77
275172,77
276178,78
276229,79
277283,78
279542,79
279982,78
280207,78
280607,77
281109,76
281653,77
282734,78
283397,79
283477,80
283745,79
284547,80
285829,81
286509,82
287086,83
287234,83
287298,84
287389,84
290168,83
290259,82
291101,82
291321,82
291560,82
292644,83
293132,82
293135,83
295372,84
295868,84
296574,85
298245,85
298841,86
299754,87
300542,87
302611,87
303176,87
303626,88
304390,89
304790,89
305013,89
305763,88
308270,88
